timestamp,Primary Data Center (kW),Backup Data Center (kW)
2025-03-06 23:25:00,290.9,42.17
2025-03-06 23:30:00,254.68,39.83
2025-03-06 23:35:00,247.18,39.6
2025-03-06 23:40:00,248.02,39.19
2025-03-06 23:45:00,250.64,39.69
2025-03-06 23:50:00,251.8,41.74
2025-03-06 23:55:00,249.23,40.46
2025-03-07 00:00:00,251.38,39.61
2025-03-07 00:05:00,248.8,39.44
2025-03-07 00:10:00,247.09,38.69
2025-03-07 00:15:00,254.28,39.95
2025-03-07 00:20:00,257.47,39.67
2025-03-07 00:25:00,255.09,40.64
2025-03-07 00:30:00,250.43,40.11
2025-03-07 00:35:00,255.5,41.62
2025-03-07 00:40:00,251.07,41.6
2025-03-07 00:45:00,248.57,40.77
2025-03-07 00:50:00,251.4,40.13
2025-03-07 00:55:00,249.72,38.68
2025-03-07 01:00:00,247.05,39.53
2025-03-07 01:05:00,247.31,39.7
2025-03-07 01:10:00,252.41,39.56
2025-03-07 01:15:00,244.46,40.9
2025-03-07 01:20:00,251.81,40.77
2025-03-07 01:25:00,245.11,40.92
2025-03-07 01:30:00,303.64,41.68
2025-03-07 01:35:00,304.48,41.44
2025-03-07 01:40:00,315.9,37.49
2025-03-07 01:45:00,309.41,40.41
2025-03-07 01:50:00,310.26,40.07
2025-03-07 01:55:00,314.26,39.67
2025-03-07 02:00:00,312.8,41.75
2025-03-07 02:05:00,305.83,40.37
2025-03-07 02:10:00,312.61,39.73
2025-03-07 02:15:00,310.55,38.4
2025-03-07 02:20:00,308.97,40.7
2025-03-07 02:25:00,310.07,40.46
2025-03-07 02:30:00,313.84,42.37
2025-03-07 02:35:00,307.34,40.5
2025-03-07 02:40:00,311.2,39.64
2025-03-07 02:45:00,309.97,38.26
2025-03-07 02:50:00,304.61,38.84
2025-03-07 02:55:00,307.59,39.99
2025-03-07 03:00:00,310.58,39.92
2025-03-07 03:05:00,313.89,41.26
2025-03-07 03:10:00,313,40.24
2025-03-07 03:15:00,311.79,38.94
2025-03-07 03:20:00,307.55,38.55
2025-03-07 03:25:00,315.4,40.2
2025-03-07 03:30:00,250.65,39.63
2025-03-07 03:35:00,246.98,39.31
2025-03-07 03:40:00,249.45,41.8
2025-03-07 03:45:00,252.69,40.49
2025-03-07 03:50:00,250.02,40.75
2025-03-07 03:55:00,252.66,42.18
2025-03-07 04:00:00,253.31,40.08
2025-03-07 04:05:00,251.2,39.33
2025-03-07 04:10:00,247.43,41.02
2025-03-07 04:15:00,250.41,39.43
2025-03-07 04:20:00,250.14,40.84
2025-03-07 04:25:00,255.58,38.03
2025-03-07 04:30:00,245.12,40.7
2025-03-07 04:35:00,249.6,40.03
2025-03-07 04:40:00,248.25,41.73
2025-03-07 04:45:00,251.01,41.07
2025-03-07 04:50:00,242.69,38.93
2025-03-07 04:55:00,253.34,39.78
2025-03-07 05:00:00,250.04,116.77
2025-03-07 05:05:00,244.47,114.77
2025-03-07 05:10:00,248.92,117.49
2025-03-07 05:15:00,251.83,115.24
2025-03-07 05:20:00,245.23,116.74
2025-03-07 05:25:00,250.01,115.43
2025-03-07 05:30:00,246.83,114.31
2025-03-07 05:35:00,248.33,116.12
2025-03-07 05:40:00,250.08,117.26
2025-03-07 05:45:00,250.55,114.88
2025-03-07 05:50:00,248.59,115.47
2025-03-07 05:55:00,250.82,116.3
2025-03-07 06:00:00,252.45,117.9
2025-03-07 06:05:00,249.16,116.51
2025-03-07 06:10:00,254.29,113.85
2025-03-07 06:15:00,254.39,113.75
2025-03-07 06:20:00,248.71,114.41
2025-03-07 06:25:00,248.09,115.58
2025-03-07 06:30:00,245.01,117.13
2025-03-07 06:35:00,249.62,114.95
2025-03-07 06:40:00,248.91,115.4
2025-03-07 06:45:00,252.34,115.79
2025-03-07 06:50:00,245.47,114.38
2025-03-07 06:55:00,249.17,113.74
2025-03-07 07:00:00,252.91,39.76
2025-03-07 07:05:00,247.81,38.43
2025-03-07 07:10:00,247.71,39.95
2025-03-07 07:15:00,245.66,39.49
2025-03-07 07:20:00,257.86,40.24
2025-03-07 07:25:00,247.76,39.12
2025-03-07 07:30:00,246.1,40.29
2025-03-07 07:35:00,247.59,40.25
2025-03-07 07:40:00,247.68,41.35
2025-03-07 07:45:00,249.19,40.18
2025-03-07 07:50:00,252.48,39.04
2025-03-07 07:55:00,249.11,39.82
2025-03-07 08:00:00,247.23,43.06
2025-03-07 08:05:00,245.65,41.52
2025-03-07 08:10:00,250.07,38.99
2025-03-07 08:15:00,250.13,39.83
2025-03-07 08:20:00,254.59,40.41
2025-03-07 08:25:00,250.28,40.18
2025-03-07 08:30:00,249.7,40.35
2025-03-07 08:35:00,246.85,39.73
2025-03-07 08:40:00,249.08,39.2
2025-03-07 08:45:00,248.68,40.05
2025-03-07 08:50:00,248.89,39.92
2025-03-07 08:55:00,247.12,41.07
2025-03-07 09:00:00,251.61,38.9
2025-03-07 09:05:00,249.57,39.4
2025-03-07 09:10:00,249.4,43.46
2025-03-07 09:15:00,244.86,39.52
2025-03-07 09:20:00,251.48,39.31
2025-03-07 09:25:00,251.46,41.08
2025-03-07 09:30:00,247.48,40.14
2025-03-07 09:35:00,252.97,39.54
2025-03-07 09:40:00,245.91,40.18
2025-03-07 09:45:00,249.93,40.83
2025-03-07 09:50:00,249.19,39.21
2025-03-07 09:55:00,246.05,39.12
2025-03-07 10:00:00,250.57,40.9
2025-03-07 10:05:00,255.11,39.66
2025-03-07 10:10:00,250.2,40.44
2025-03-07 10:15:00,248.61,39.18
2025-03-07 10:20:00,251.34,40.77
2025-03-07 10:25:00,250.32,40.35
2025-03-07 10:30:00,250.08,42.36
2025-03-07 10:35:00,248.72,38.61
2025-03-07 10:40:00,254.27,39.62
2025-03-07 10:45:00,251.37,40.66
2025-03-07 10:50:00,248.41,39.15
2025-03-07 10:55:00,249.68,40.81
2025-03-07 11:00:00,247.78,39.91
2025-03-07 11:05:00,248.18,39.23
2025-03-07 11:10:00,248.08,40.41
2025-03-07 11:15:00,246.6,39.74
2025-03-07 11:20:00,252.33,39.93
2025-03-07 11:25:00,249.13,39.7
2025-03-07 11:30:00,251.66,40.15
2025-03-07 11:35:00,247.99,39.97
2025-03-07 11:40:00,249.82,41.61
2025-03-07 11:45:00,247.87,39.12
2025-03-07 11:50:00,252.16,40.02
2025-03-07 11:55:00,249.25,39.69
2025-03-07 12:00:00,247.81,38.49
2025-03-07 12:05:00,245.07,39.5
2025-03-07 12:10:00,250.83,41.02
2025-03-07 12:15:00,247.87,39.98
2025-03-07 12:20:00,249.95,40.36
2025-03-07 12:25:00,248.52,40.8
2025-03-07 12:30:00,252.86,41.21
2025-03-07 12:35:00,251.63,39.35
2025-03-07 12:40:00,251.34,40.35
2025-03-07 12:45:00,248.15,40.25
2025-03-07 12:50:00,251.4,39.72
2025-03-07 12:55:00,255.14,40.59
2025-03-07 13:00:00,262.5,42.3
2025-03-07 13:05:00,265.52,41.27
2025-03-07 13:10:00,260.05,41.04
2025-03-07 13:15:00,269.2,40.78
2025-03-07 13:20:00,263.81,41.1
2025-03-07 13:25:00,267.35,39.89
2025-03-07 13:30:00,259.83,40.2
2025-03-07 13:35:00,270.39,40.19
2025-03-07 13:40:00,263.93,39.6
2025-03-07 13:45:00,266.64,41.16
2025-03-07 13:50:00,265.45,41.41
2025-03-07 13:55:00,264.23,42.12
2025-03-07 14:00:00,270.06,38.16
2025-03-07 14:05:00,260.06,38.79
2025-03-07 14:10:00,265.9,38.68
2025-03-07 14:15:00,267.73,40.42
2025-03-07 14:20:00,264.91,41.1
2025-03-07 14:25:00,264.65,40.91
2025-03-07 14:30:00,264.57,41.48
2025-03-07 14:35:00,261.32,39.17
2025-03-07 14:40:00,265.11,41.02
2025-03-07 14:45:00,266.54,39.3
2025-03-07 14:50:00,265.21,38.52
2025-03-07 14:55:00,264.18,39.26
2025-03-07 15:00:00,248.53,39.38
2025-03-07 15:05:00,249.16,40.54
2025-03-07 15:10:00,253.77,39.72
2025-03-07 15:15:00,243.74,39.86
2025-03-07 15:20:00,250.12,39.21
2025-03-07 15:25:00,249.02,39.39
2025-03-07 15:30:00,254.37,39.94
2025-03-07 15:35:00,250.17,40.12
2025-03-07 15:40:00,254.45,40.34
2025-03-07 15:45:00,243.63,38.6
2025-03-07 15:50:00,251.38,40.58
2025-03-07 15:55:00,250.84,40.18
2025-03-07 16:00:00,254.17,38.63
2025-03-07 16:05:00,245.08,40.66
2025-03-07 16:10:00,249.53,37.75
2025-03-07 16:15:00,250.2,39.29
2025-03-07 16:20:00,248.51,39.7
2025-03-07 16:25:00,253.65,39.23
2025-03-07 16:30:00,248.98,39.28
2025-03-07 16:35:00,256.1,42.75
2025-03-07 16:40:00,253.16,39.55
2025-03-07 16:45:00,252.85,39.46
2025-03-07 16:50:00,251.68,40.5
2025-03-07 16:55:00,246.81,40.03
2025-03-07 17:00:00,248.71,40.79
2025-03-07 17:05:00,251.72,40.83
2025-03-07 17:10:00,252.03,39.88
2025-03-07 17:15:00,253.92,40.84
2025-03-07 17:20:00,248.6,39.45
2025-03-07 17:25:00,247.42,39.38
2025-03-07 17:30:00,252.58,40.12
2025-03-07 17:35:00,247.57,39.41
2025-03-07 17:40:00,252.62,40.36
2025-03-07 17:45:00,253.6,40.61
2025-03-07 17:50:00,251.37,38.31
2025-03-07 17:55:00,248.93,40.3
2025-03-07 18:00:00,300.12,39.06
2025-03-07 18:05:00,301.78,40.69
2025-03-07 18:10:00,300.03,39.49
2025-03-07 18:15:00,306.59,41.39
2025-03-07 18:20:00,297.03,40.28
2025-03-07 18:25:00,296.99,40.43
2025-03-07 18:30:00,297.07,40.13
2025-03-07 18:35:00,298.23,39.1
2025-03-07 18:40:00,293.46,40.24
2025-03-07 18:45:00,298.11,38.8
2025-03-07 18:50:00,298.04,38.28
2025-03-07 18:55:00,300.24,40.59
2025-03-07 19:00:00,301.25,39.02
2025-03-07 19:05:00,296.28,40.27
2025-03-07 19:10:00,302.7,40.51
2025-03-07 19:15:00,305.41,40.53
2025-03-07 19:20:00,299.38,39.16
2025-03-07 19:25:00,304.72,40.39
2025-03-07 19:30:00,300.6,38.83
2025-03-07 19:35:00,305.97,41.5
2025-03-07 19:40:00,303.35,37.7
2025-03-07 19:45:00,295.31,41.21
2025-03-07 19:50:00,300.06,39.76
2025-03-07 19:55:00,303.16,38.79
2025-03-07 20:00:00,250.09,39.71
2025-03-07 20:05:00,249.89,40.06
2025-03-07 20:10:00,253.81,39.31
2025-03-07 20:15:00,247.87,40.63
2025-03-07 20:20:00,250.05,40.21
2025-03-07 20:25:00,250.97,39.53
2025-03-07 20:30:00,249,40.09
2025-03-07 20:35:00,249.94,39.31
2025-03-07 20:40:00,252.33,42.59
2025-03-07 20:45:00,251.3,42.27
2025-03-07 20:50:00,247.57,41.64
2025-03-07 20:55:00,246.69,40.71
2025-03-07 21:00:00,247.63,38.35
2025-03-07 21:05:00,250,38.4
2025-03-07 21:10:00,249.52,41.03
2025-03-07 21:15:00,247.5,39.85
2025-03-07 21:20:00,248.21,40.71
2025-03-07 21:25:00,245.44,40.78
2025-03-07 21:30:00,296.25,39.45
2025-03-07 21:35:00,294.88,39.8
2025-03-07 21:40:00,291.22,42.21
2025-03-07 21:45:00,295.09,39.63
2025-03-07 21:50:00,299.03,41.35
2025-03-07 21:55:00,292.78,39.82
2025-03-07 22:00:00,298.95,40.14
2025-03-07 22:05:00,294.03,39.89
2025-03-07 22:10:00,295.59,41.01
2025-03-07 22:15:00,295.29,39.31
2025-03-07 22:20:00,299.2,40.28
2025-03-07 22:25:00,295.48,37.95
2025-03-07 22:30:00,291.57,39.43
2025-03-07 22:35:00,291.07,39.69
2025-03-07 22:40:00,290.4,39.68
2025-03-07 22:45:00,289.86,39.11
2025-03-07 22:50:00,295.14,37.68
2025-03-07 22:55:00,292.12,40.48
2025-03-07 23:00:00,294.76,40.04
2025-03-07 23:05:00,292.89,40.08
2025-03-07 23:10:00,292.69,40.83
2025-03-07 23:15:00,293.56,38.34
2025-03-07 23:20:00,297.11,37.87
2025-03-07 23:25:00,297.79,41.3
2025-03-07 23:30:00,251.11,39.02
2025-03-07 23:35:00,247.03,40.14
2025-03-07 23:40:00,251.93,39.29
2025-03-07 23:45:00,252.07,38.85
2025-03-07 23:50:00,250.82,38.85
2025-03-07 23:55:00,248.19,39.2
2025-03-08 00:00:00,252.13,41.54
2025-03-08 00:05:00,251.27,42.17
2025-03-08 00:10:00,240.65,40.77
2025-03-08 00:15:00,251.93,41.56
2025-03-08 00:20:00,244.26,40.18
2025-03-08 00:25:00,251.99,38.65
2025-03-08 00:30:00,249.54,41.79
2025-03-08 00:35:00,253.58,40.72
2025-03-08 00:40:00,249.71,39.81
2025-03-08 00:45:00,247.34,39.55
2025-03-08 00:50:00,249.56,40.28
2025-03-08 00:55:00,253.18,38.74
2025-03-08 01:00:00,250.08,40.36
2025-03-08 01:05:00,249.66,40.35
2025-03-08 01:10:00,252.23,40.49
2025-03-08 01:15:00,250.63,39.12
2025-03-08 01:20:00,249.98,38.71
2025-03-08 01:25:00,254.1,40.63
2025-03-08 01:30:00,314.67,40.53
2025-03-08 01:35:00,311.84,38.56
2025-03-08 01:40:00,309.14,39.72
2025-03-08 01:45:00,314.49,39.47
2025-03-08 01:50:00,313.55,39.46
2025-03-08 01:55:00,312.16,40.21
2025-03-08 02:00:00,306.35,40.98
2025-03-08 02:05:00,310.42,42.28
2025-03-08 02:10:00,307.77,41.21
2025-03-08 02:15:00,309.52,40.56
2025-03-08 02:20:00,310.72,40.04
2025-03-08 02:25:00,310.3,38.92
2025-03-08 02:30:00,308.57,40.11
2025-03-08 02:35:00,313.82,39.78
2025-03-08 02:40:00,304.91,41.78
2025-03-08 02:45:00,312.19,40.98
2025-03-08 02:50:00,304.43,39.92
2025-03-08 02:55:00,311.15,40.67
2025-03-08 03:00:00,307.34,38.99
2025-03-08 03:05:00,312.63,38.48
2025-03-08 03:10:00,310.26,40.16
2025-03-08 03:15:00,310.74,40.86
2025-03-08 03:20:00,306.95,38.3
2025-03-08 03:25:00,308.04,41.22
2025-03-08 03:30:00,250.62,39.88
2025-03-08 03:35:00,251.75,40.9
2025-03-08 03:40:00,258.79,39.77
2025-03-08 03:45:00,250.67,41.81
2025-03-08 03:50:00,252.93,40.01
2025-03-08 03:55:00,245.33,39.2
2025-03-08 04:00:00,246.01,40.45
2025-03-08 04:05:00,248.93,40.12
2025-03-08 04:10:00,246.41,39.47
2025-03-08 04:15:00,254.46,39.15
2025-03-08 04:20:00,248.77,41.15
2025-03-08 04:25:00,254.15,39.89
2025-03-08 04:30:00,254.46,41.02
2025-03-08 04:35:00,250.13,40.18
2025-03-08 04:40:00,251.51,40.07
2025-03-08 04:45:00,249.83,39.93
2025-03-08 04:50:00,251.62,40.61
2025-03-08 04:55:00,251.45,40.65
2025-03-08 05:00:00,249.63,114.96
2025-03-08 05:05:00,251.51,115.65
2025-03-08 05:10:00,255.17,116.52
2025-03-08 05:15:00,252.14,113.65
2025-03-08 05:20:00,250.98,115.31
2025-03-08 05:25:00,250.37,114.3
2025-03-08 05:30:00,246.96,114.11
2025-03-08 05:35:00,246.92,113.18
2025-03-08 05:40:00,250.97,115.39
2025-03-08 05:45:00,245.89,114.71
2025-03-08 05:50:00,247.7,114.93
2025-03-08 05:55:00,253.84,115.5
2025-03-08 06:00:00,255.74,115.52
2025-03-08 06:05:00,245,115.12
2025-03-08 06:10:00,254.88,117.29
2025-03-08 06:15:00,249.37,114.62
2025-03-08 06:20:00,249.95,114.59
2025-03-08 06:25:00,249.66,115.26
2025-03-08 06:30:00,253.24,113.87
2025-03-08 06:35:00,245.18,114.19
2025-03-08 06:40:00,251.37,114.92
2025-03-08 06:45:00,247.17,115.82
2025-03-08 06:50:00,251.71,114.73
2025-03-08 06:55:00,254.63,114.47
2025-03-08 07:00:00,250,39.4
2025-03-08 07:05:00,251.12,40.57
2025-03-08 07:10:00,251.23,40.14
2025-03-08 07:15:00,247.6,39.98
2025-03-08 07:20:00,254.53,38.48
2025-03-08 07:25:00,255.12,38.08
2025-03-08 07:30:00,252.11,40.99
2025-03-08 07:35:00,250.22,39.76
2025-03-08 07:40:00,248.61,41.33
2025-03-08 07:45:00,248.12,40.15
2025-03-08 07:50:00,255.13,39.78
2025-03-08 07:55:00,254.24,40.68
2025-03-08 08:00:00,249.81,39.27
2025-03-08 08:05:00,245.26,39.75
2025-03-08 08:10:00,241.5,40.45
2025-03-08 08:15:00,246.75,39.91
2025-03-08 08:20:00,249.61,38.77
2025-03-08 08:25:00,254.2,38.85
2025-03-08 08:30:00,248.05,40.98
2025-03-08 08:35:00,251.51,39.84
2025-03-08 08:40:00,253.91,37.3
2025-03-08 08:45:00,250.39,41.02
2025-03-08 08:50:00,249.57,38.38
2025-03-08 08:55:00,246.07,40.43
2025-03-08 09:00:00,246.39,41.35
2025-03-08 09:05:00,251.25,38.71
2025-03-08 09:10:00,249.4,40.32
2025-03-08 09:15:00,250.37,39.34
2025-03-08 09:20:00,249.86,41.64
2025-03-08 09:25:00,251.99,40.16
2025-03-08 09:30:00,247.65,39.99
2025-03-08 09:35:00,248.99,38.17
2025-03-08 09:40:00,255.69,39.07
2025-03-08 09:45:00,247.6,39.06
2025-03-08 09:50:00,249.16,39.08
2025-03-08 09:55:00,248.23,40.65
2025-03-08 10:00:00,251.33,40.1
2025-03-08 10:05:00,253.07,41.23
2025-03-08 10:10:00,248.51,39.78
2025-03-08 10:15:00,248.71,39.76
2025-03-08 10:20:00,249.16,38.8
2025-03-08 10:25:00,251.59,39.47
2025-03-08 10:30:00,247.78,40.18
2025-03-08 10:35:00,248.87,40.69
2025-03-08 10:40:00,242.88,40.23
2025-03-08 10:45:00,245.85,40.46
2025-03-08 10:50:00,249.66,39.4
2025-03-08 10:55:00,252.69,39.19
2025-03-08 11:00:00,250.89,39.43
2025-03-08 11:05:00,246.7,38.17
2025-03-08 11:10:00,245.8,39.54
2025-03-08 11:15:00,250.52,39.56
2025-03-08 11:20:00,245.04,41.38
2025-03-08 11:25:00,253.2,39.28
2025-03-08 11:30:00,250.19,38.68
2025-03-08 11:35:00,245.18,41.7
2025-03-08 11:40:00,247.1,39.04
2025-03-08 11:45:00,247.83,40.74
2025-03-08 11:50:00,247.68,40.6
2025-03-08 11:55:00,245.53,38
2025-03-08 12:00:00,247.38,41.51
2025-03-08 12:05:00,247.95,39.96
2025-03-08 12:10:00,247.87,40.49
2025-03-08 12:15:00,253.38,39.63
2025-03-08 12:20:00,250.31,39.61
2025-03-08 12:25:00,247.02,41.22
2025-03-08 12:30:00,249,40.33
2025-03-08 12:35:00,247.36,40.9
2025-03-08 12:40:00,249.1,42.19
2025-03-08 12:45:00,252.63,41.27
2025-03-08 12:50:00,250.76,42.2
2025-03-08 12:55:00,256.86,40.22
2025-03-08 13:00:00,266.13,38.43
2025-03-08 13:05:00,262.26,37.79
2025-03-08 13:10:00,267.43,40.07
2025-03-08 13:15:00,268.24,38.44
2025-03-08 13:20:00,268.28,39
2025-03-08 13:25:00,261.72,38.63
2025-03-08 13:30:00,264.56,40.17
2025-03-08 13:35:00,268.4,39.09
2025-03-08 13:40:00,259.95,41.1
2025-03-08 13:45:00,263.5,39.8
2025-03-08 13:50:00,260.72,39.12
2025-03-08 13:55:00,262.2,39.48
2025-03-08 14:00:00,261.96,40.41
2025-03-08 14:05:00,268.75,40.14
2025-03-08 14:10:00,264.3,39.25
2025-03-08 14:15:00,262.41,40.23
2025-03-08 14:20:00,261.89,41.18
2025-03-08 14:25:00,265.43,40.14
2025-03-08 14:30:00,264.97,38.56
2025-03-08 14:35:00,269.03,39.64
2025-03-08 14:40:00,266.5,39.11
2025-03-08 14:45:00,260.7,37.7
2025-03-08 14:50:00,263.11,40.03
2025-03-08 14:55:00,268.21,39.5
2025-03-08 15:00:00,248.14,38.54
2025-03-08 15:05:00,255.2,41.78
2025-03-08 15:10:00,246.71,38.67
2025-03-08 15:15:00,251.72,38.11
2025-03-08 15:20:00,247.42,39.78
2025-03-08 15:25:00,248.47,40.73
2025-03-08 15:30:00,253.3,40.76
2025-03-08 15:35:00,249.62,41.47
2025-03-08 15:40:00,252.44,39.95
2025-03-08 15:45:00,251.42,39.45
2025-03-08 15:50:00,252.26,38.79
2025-03-08 15:55:00,247.34,41.1
2025-03-08 16:00:00,249.34,40.18
2025-03-08 16:05:00,251.27,40.1
2025-03-08 16:10:00,247.45,40.6
2025-03-08 16:15:00,254.89,38.43
2025-03-08 16:20:00,247.67,37.62
2025-03-08 16:25:00,249.1,40.22
2025-03-08 16:30:00,246.98,40.41
2025-03-08 16:35:00,243.57,37.93
2025-03-08 16:40:00,255.39,40.07
2025-03-08 16:45:00,249.39,39.12
2025-03-08 16:50:00,248.66,39.77
2025-03-08 16:55:00,249.4,40.29
2025-03-08 17:00:00,254.26,39.87
2025-03-08 17:05:00,247.1,39.47
2025-03-08 17:10:00,252.04,39.36
2025-03-08 17:15:00,248.73,39.1
2025-03-08 17:20:00,248.21,40.69
2025-03-08 17:25:00,251.7,39.71
2025-03-08 17:30:00,252.96,42.06
2025-03-08 17:35:00,248.46,42.53
2025-03-08 17:40:00,247.69,39.88
2025-03-08 17:45:00,246.49,40.37
2025-03-08 17:50:00,253.31,41.4
2025-03-08 17:55:00,248.27,39.71
2025-03-08 18:00:00,294.45,39.48
2025-03-08 18:05:00,304.23,40.15
2025-03-08 18:10:00,295.89,40.08
2025-03-08 18:15:00,302.34,41.01
2025-03-08 18:20:00,300.55,41.44
2025-03-08 18:25:00,300.86,39.45
2025-03-08 18:30:00,298.25,39.95
2025-03-08 18:35:00,301.1,39.05
2025-03-08 18:40:00,295,38.26
2025-03-08 18:45:00,301.76,40.55
2025-03-08 18:50:00,304.67,41.45
2025-03-08 18:55:00,302.65,41.23
2025-03-08 19:00:00,293.94,40.03
2025-03-08 19:05:00,297.05,40.81
2025-03-08 19:10:00,299.44,40.16
2025-03-08 19:15:00,301.46,38.56
2025-03-08 19:20:00,299.68,40.8
2025-03-08 19:25:00,298.52,39.54
2025-03-08 19:30:00,301.79,38.44
2025-03-08 19:35:00,303.49,39.76
2025-03-08 19:40:00,299.3,40.85
2025-03-08 19:45:00,302.19,39.68
2025-03-08 19:50:00,292.26,39.05
2025-03-08 19:55:00,297.19,39.66
2025-03-08 20:00:00,249.04,40.15
2025-03-08 20:05:00,248.53,40.36
2025-03-08 20:10:00,251,41.67
2025-03-08 20:15:00,253.04,39.32
2025-03-08 20:20:00,251.52,41.63
2025-03-08 20:25:00,248.13,40.38
2025-03-08 20:30:00,245.43,38.89
2025-03-08 20:35:00,251.67,39.87
2025-03-08 20:40:00,244.49,40.58
2025-03-08 20:45:00,251.96,42.71
2025-03-08 20:50:00,249.43,40.2
2025-03-08 20:55:00,246.47,42.01
2025-03-08 21:00:00,250.86,39.69
2025-03-08 21:05:00,249.99,38.5
2025-03-08 21:10:00,249.89,39.52
2025-03-08 21:15:00,249.75,39.45
2025-03-08 21:20:00,251.26,40.87
2025-03-08 21:25:00,252.77,39.56
2025-03-08 21:30:00,296.49,39.65
2025-03-08 21:35:00,298.04,39.99
2025-03-08 21:40:00,294.87,40.15
2025-03-08 21:45:00,299.86,40.99
2025-03-08 21:50:00,296.71,41.51
2025-03-08 21:55:00,293.37,41.03
2025-03-08 22:00:00,291.72,38.3
2025-03-08 22:05:00,295.62,38.77
2025-03-08 22:10:00,291.08,39.95
2025-03-08 22:15:00,292.08,40.63
2025-03-08 22:20:00,295.72,37.89
2025-03-08 22:25:00,293.18,40.09
2025-03-08 22:30:00,292.2,42.01
2025-03-08 22:35:00,294.9,40.14
2025-03-08 22:40:00,295.22,40.27
2025-03-08 22:45:00,294.38,40.53
2025-03-08 22:50:00,293.87,39.49
2025-03-08 22:55:00,297.56,39.87
2025-03-08 23:00:00,296.03,38.02
2025-03-08 23:05:00,294.33,39.36
2025-03-08 23:10:00,302.39,40.18
2025-03-08 23:15:00,295.58,38.66
2025-03-08 23:20:00,298.4,41.8
2025-03-08 23:25:00,293.32,39.3
2025-03-08 23:30:00,245.91,39.56
2025-03-08 23:35:00,247.62,39.71
2025-03-08 23:40:00,249.2,39.32
2025-03-08 23:45:00,248.51,39.39
2025-03-08 23:50:00,254.01,39.96
2025-03-08 23:55:00,249.64,38.9
2025-03-09 00:00:00,251.38,40.67
2025-03-09 00:05:00,249.86,39.62
2025-03-09 00:10:00,248.7,39.87
2025-03-09 00:15:00,250.11,39.53
2025-03-09 00:20:00,255.14,41.44
2025-03-09 00:25:00,247.7,40.03
2025-03-09 00:30:00,252.3,40.43
2025-03-09 00:35:00,246.92,40.9
2025-03-09 00:40:00,248.62,38.73
2025-03-09 00:45:00,250.01,39.19
2025-03-09 00:50:00,250.98,40.22
2025-03-09 00:55:00,254.45,41.11
2025-03-09 01:00:00,249.85,41.07
2025-03-09 01:05:00,247.47,38.9
2025-03-09 01:10:00,251.95,39.79
2025-03-09 01:15:00,248.91,41.03
2025-03-09 01:20:00,250.72,40.02
2025-03-09 01:25:00,249.65,40.2
2025-03-09 01:30:00,304.17,39.97
2025-03-09 01:35:00,311.52,40.98
2025-03-09 01:40:00,311.75,39.02
2025-03-09 01:45:00,312.78,39.54
2025-03-09 01:50:00,315.4,40.72
2025-03-09 01:55:00,306.41,37.81
2025-03-09 02:00:00,311.55,39.95
2025-03-09 02:05:00,311.23,40.04
2025-03-09 02:10:00,308.74,41.25
2025-03-09 02:15:00,311.19,40.58
2025-03-09 02:20:00,311.5,41.42
2025-03-09 02:25:00,306.34,40.96
2025-03-09 02:30:00,310.74,40.29
2025-03-09 02:35:00,307.25,40.23
2025-03-09 02:40:00,308.04,40.19
2025-03-09 02:45:00,304.68,39.34
2025-03-09 02:50:00,308.58,39.63
2025-03-09 02:55:00,309.39,39.53
2025-03-09 03:00:00,311.65,39.87
2025-03-09 03:05:00,310,39.47
2025-03-09 03:10:00,305.37,39.72
2025-03-09 03:15:00,312.59,40.57
2025-03-09 03:20:00,309.64,39.01
2025-03-09 03:25:00,311.47,38.4
2025-03-09 03:30:00,252.9,40.54
2025-03-09 03:35:00,254.27,39.94
2025-03-09 03:40:00,255.88,39.4
2025-03-09 03:45:00,249.78,39.6
2025-03-09 03:50:00,250.93,39.51
2025-03-09 03:55:00,246.76,40.88
2025-03-09 04:00:00,253.18,39.08
2025-03-09 04:05:00,246.45,36.4
2025-03-09 04:10:00,244.58,38.89
2025-03-09 04:15:00,252.49,39.72
2025-03-09 04:20:00,248.43,40.08
2025-03-09 04:25:00,252.33,42.01
2025-03-09 04:30:00,251.22,40.54
2025-03-09 04:35:00,245.11,39.3
2025-03-09 04:40:00,241.84,39.37
2025-03-09 04:45:00,246.71,40.68
2025-03-09 04:50:00,250.05,38.27
2025-03-09 04:55:00,246.33,40.1
2025-03-09 05:00:00,248.04,113.88
2025-03-09 05:05:00,245.62,114.16
2025-03-09 05:10:00,250.51,114.79
2025-03-09 05:15:00,250.27,113.76
2025-03-09 05:20:00,248.56,114.34
2025-03-09 05:25:00,254.19,115.11
2025-03-09 05:30:00,254.49,115.8
2025-03-09 05:35:00,251.7,115.27
2025-03-09 05:40:00,244.6,113.87
2025-03-09 05:45:00,246.69,114.23
2025-03-09 05:50:00,251.22,114.73
2025-03-09 05:55:00,248.11,114.18
2025-03-09 06:00:00,248.54,114.26
2025-03-09 06:05:00,252.7,115.34
2025-03-09 06:10:00,251.53,115.67
2025-03-09 06:15:00,253.94,116.08
2025-03-09 06:20:00,248.71,113.84
2025-03-09 06:25:00,254.13,114.6
2025-03-09 06:30:00,248.34,114.77
2025-03-09 06:35:00,254.5,112.45
2025-03-09 06:40:00,250.32,114.56
2025-03-09 06:45:00,247.42,114.26
2025-03-09 06:50:00,245.11,115.69
