timestamp,Midwest Carbon Intensity (grams of CO2 per kWh),East Carbon Intensity (grams of CO2 per kWh),West Carbon Intensity (grams of CO2 per kWh)
2025-03-09 11:25:00,527.6,418.5,371.6
2025-03-09 11:30:00,524.2,422.1,367.5
2025-03-09 11:35:00,530.5,423.1,372.6
2025-03-09 11:40:00,531.9,423.7,361.2
2025-03-09 11:45:00,538.4,432.6,361.4
2025-03-09 11:50:00,530.5,429.8,360.4
2025-03-09 11:55:00,531.4,425.8,356.6
2025-03-09 12:00:00,536.1,431.9,352.3
2025-03-09 12:05:00,537.2,437.8,346.2
2025-03-09 12:10:00,534.1,434,346.6
2025-03-09 12:15:00,535.4,441.9,342.7
2025-03-09 12:20:00,539.2,436,347.5
2025-03-09 12:25:00,535.9,441,346
2025-03-09 12:30:00,538,443.6,335.8
2025-03-09 12:35:00,540.2,442.7,328.3
2025-03-09 12:40:00,543.7,438,331.3
2025-03-09 12:45:00,539.6,440,322.7
2025-03-09 12:50:00,536.5,447,320.5
2025-03-09 12:55:00,536.9,441.7,316.7
2025-03-09 13:00:00,539.5,447.7,313.6
2025-03-09 13:05:00,539.8,444,310.5
2025-03-09 13:10:00,543.8,446.2,304.1
2025-03-09 13:15:00,541.2,442,302.4
2025-03-09 13:20:00,543.1,444.7,304.1
2025-03-09 13:25:00,543.3,444.3,297.6
2025-03-09 13:30:00,544.7,447.9,294.7
2025-03-09 13:35:00,550.3,447.8,284.4
2025-03-09 13:40:00,548.7,449.2,290.7
2025-03-09 13:45:00,547.1,446.6,282.8
2025-03-09 13:50:00,545.9,445.5,285.3
2025-03-09 13:55:00,546.3,449,279.6
2025-03-09 14:00:00,548.8,445.6,274.8
2025-03-09 14:05:00,549.8,452.1,268.9
2025-03-09 14:10:00,545.5,448.6,278.2
2025-03-09 14:15:00,548.5,448.1,271.9
2025-03-09 14:20:00,542.5,450.6,270.2
2025-03-09 14:25:00,549.4,449.1,271.3
2025-03-09 14:30:00,551.1,444.4,265
2025-03-09 14:35:00,548.1,446.3,267.1
2025-03-09 14:40:00,554.5,452.7,260.5
2025-03-09 14:45:00,546.6,449.8,263.3
2025-03-09 14:50:00,549.9,444.6,258.6
2025-03-09 14:55:00,549.3,450.8,258.6
2025-03-09 15:00:00,549.1,448.1,260.3
2025-03-09 15:05:00,549.2,447.1,256.3
2025-03-09 15:10:00,549.9,446.4,261.5
2025-03-09 15:15:00,552.2,452.8,260.2
2025-03-09 15:20:00,553.8,444,256
2025-03-09 15:25:00,549.7,447.4,261.6
2025-03-09 15:30:00,552.2,450.3,263.3
2025-03-09 15:35:00,547.7,454.6,268.4
2025-03-09 15:40:00,552.1,451.6,268.4
2025-03-09 15:45:00,547.5,447.4,273.8
2025-03-09 15:50:00,553.1,454.5,273.2
2025-03-09 15:55:00,556.5,445.9,272.3
2025-03-09 16:00:00,549.5,450.8,276.3
2025-03-09 16:05:00,543.3,451.4,278.1
2025-03-09 16:10:00,548.3,447.3,283.4
2025-03-09 16:15:00,553.6,452.1,285
2025-03-09 16:20:00,551.6,448.4,286
2025-03-09 16:25:00,550.7,452.1,291.1
2025-03-09 16:30:00,553,444.5,295.7
2025-03-09 16:35:00,551.4,451,294.6
2025-03-09 16:40:00,553.6,448.8,302
2025-03-09 16:45:00,552.7,453.4,299.8
2025-03-09 16:50:00,554.5,449.9,311.3
2025-03-09 16:55:00,551.1,453.7,313.1
2025-03-09 17:00:00,552.7,451.5,320
2025-03-09 17:05:00,549.1,449.6,315.3
2025-03-09 17:10:00,548.2,452.4,325.5
2025-03-09 17:15:00,555.1,452.4,328.5
2025-03-09 17:20:00,550.6,451.4,328.6
2025-03-09 17:25:00,552.4,443.1,331.4
2025-03-09 17:30:00,550.4,447.1,332.6
2025-03-09 17:35:00,548.2,454.2,335.2
2025-03-09 17:40:00,550,446.2,340.2
2025-03-09 17:45:00,554.3,452.6,341.8
2025-03-09 17:50:00,551.7,452.1,353.5
2025-03-09 17:55:00,544.9,447.8,347.2
2025-03-09 18:00:00,549.4,444,355
2025-03-09 18:05:00,555.3,448.3,358.6
2025-03-09 18:10:00,549.4,456.2,361.1
2025-03-09 18:15:00,544.6,447.4,363.9
2025-03-09 18:20:00,555.7,447.6,367.9
2025-03-09 18:25:00,552,447,366.1
2025-03-09 18:30:00,549.8,453.6,370
2025-03-09 18:35:00,548.9,449.3,371
2025-03-09 18:40:00,553.2,448.1,377.8
2025-03-09 18:45:00,548.4,454.2,382.2
2025-03-09 18:50:00,553.4,451.7,374.1
2025-03-09 18:55:00,551.6,447.2,373.3
2025-03-09 19:00:00,550.7,446.3,382.8
2025-03-09 19:05:00,550.4,453.5,385.8
2025-03-09 19:10:00,549.5,450.1,389.9
2025-03-09 19:15:00,553.1,445.4,387.6
2025-03-09 19:20:00,547.4,444.7,390.8
2025-03-09 19:25:00,545.1,446.7,392.8
2025-03-09 19:30:00,551.8,446.3,393.3
2025-03-09 19:35:00,551.9,443.9,392.5
2025-03-09 19:40:00,551.4,446.7,387
2025-03-09 19:45:00,551.2,447.2,391.6
2025-03-09 19:50:00,549,448.6,393.4
2025-03-09 19:55:00,552.4,455.1,392.9
2025-03-09 20:00:00,549.9,449.2,393.7
2025-03-09 20:05:00,548.5,449.5,399.2
2025-03-09 20:10:00,549.1,451.5,392.8
2025-03-09 20:15:00,556.1,449.3,397.9
2025-03-09 20:20:00,544.8,451.2,397
2025-03-09 20:25:00,551.5,450.8,393.9
2025-03-09 20:30:00,545,450.4,393.6
2025-03-09 20:35:00,549.7,458.3,392.1
2025-03-09 20:40:00,548.7,452.7,398.9
2025-03-09 20:45:00,543.7,446.8,397.6
2025-03-09 20:50:00,551.2,451.1,395.5
2025-03-09 20:55:00,548.9,447.6,392.6
2025-03-09 21:00:00,543.7,451.3,399.7
2025-03-09 21:05:00,552.5,445.9,398.1
2025-03-09 21:10:00,554.3,446.7,396.7
2025-03-09 21:15:00,554.5,451,396
2025-03-09 21:20:00,551.1,453,398.4
2025-03-09 21:25:00,550.1,451.5,400.6
2025-03-09 21:30:00,554,452.6,398.3
2025-03-09 21:35:00,555,451.1,395.8
2025-03-09 21:40:00,553.4,450.5,399.3
2025-03-09 21:45:00,547.2,448.5,402.7
2025-03-09 21:50:00,550.6,452.4,399.7
2025-03-09 21:55:00,551.3,453.1,399.9
2025-03-09 22:00:00,544.6,449.8,398.7
2025-03-09 22:05:00,551.4,449.6,397.1
2025-03-09 22:10:00,556.8,454.8,397
2025-03-09 22:15:00,551.9,449.9,394.8
2025-03-09 22:20:00,554.4,450.2,403.4
2025-03-09 22:25:00,550.5,451.5,401.2
2025-03-09 22:30:00,549.8,449.7,400.1
2025-03-09 22:35:00,551.1,447.5,400.8
2025-03-09 22:40:00,547.6,451.1,400.9
2025-03-09 22:45:00,547.1,449.9,397.7
2025-03-09 22:50:00,553.8,455.5,399
2025-03-09 22:55:00,554.1,452.4,398.5
2025-03-09 23:00:00,547,448.2,407.5
2025-03-09 23:05:00,552.9,452.2,403
2025-03-09 23:10:00,549.7,450.9,400.5
2025-03-09 23:15:00,551,453.9,404.1
2025-03-09 23:20:00,551.4,448.4,403.7
2025-03-09 23:25:00,553,450.6,395.8
2025-03-09 23:30:00,550.2,449.7,399.3
2025-03-09 23:35:00,554.2,450.2,399.9
2025-03-09 23:40:00,550.9,447.3,401.8
2025-03-09 23:45:00,551.9,451.7,399.3
2025-03-09 23:50:00,547.5,451.3,399.7
2025-03-09 23:55:00,556.5,453.9,398.6
2025-03-10 00:00:00,551.4,449.9,403.1
2025-03-10 00:05:00,552.1,448.7,395.7
2025-03-10 00:10:00,545.2,452.3,398.7
2025-03-10 00:15:00,547.5,447.6,394.5
2025-03-10 00:20:00,553.7,453.2,396.9
2025-03-10 00:25:00,550.9,453.2,401
2025-03-10 00:30:00,544.3,453.7,401
2025-03-10 00:35:00,553.1,451,399.1
2025-03-10 00:40:00,548.4,448.4,403.4
2025-03-10 00:45:00,554.2,450.2,404.1
2025-03-10 00:50:00,549.7,450.9,399.8
2025-03-10 00:55:00,550.6,448.1,400.8
2025-03-10 01:00:00,553.5,453.7,398.6
2025-03-10 01:05:00,547.3,451.4,401.9
2025-03-10 01:10:00,547,447,396.4
2025-03-10 01:15:00,549.4,455.2,405.4
2025-03-10 01:20:00,552.4,449.8,403.4
2025-03-10 01:25:00,546,446.2,396.4
2025-03-10 01:30:00,545,446.9,397.6
2025-03-10 01:35:00,552.4,453.8,401.3
2025-03-10 01:40:00,548.1,454.7,399
2025-03-10 01:45:00,548.8,452.1,401.6
2025-03-10 01:50:00,544.3,452.9,398.9
2025-03-10 01:55:00,547.9,452.5,404.6
2025-03-10 02:00:00,549.9,450.3,400
2025-03-10 02:05:00,552.7,449.5,407.3
2025-03-10 02:10:00,547.5,449.9,401.8
2025-03-10 02:15:00,554.8,450.3,396
2025-03-10 02:20:00,547.8,445.6,406.3
2025-03-10 02:25:00,547.7,449.8,403.3
2025-03-10 02:30:00,554.4,451.6,401.1
2025-03-10 02:35:00,550.3,446.3,401.9
2025-03-10 02:40:00,548,445.6,396.4
2025-03-10 02:45:00,549.2,447.6,394.6
2025-03-10 02:50:00,553.6,443.8,399.9
2025-03-10 02:55:00,553.9,441.3,404.1
2025-03-10 03:00:00,547,448.2,401.2
2025-03-10 03:05:00,549.2,442.8,405.1
2025-03-10 03:10:00,549.6,443.6,404
2025-03-10 03:15:00,546.2,441,400.1
2025-03-10 03:20:00,548.9,445.9,403.6
2025-03-10 03:25:00,549,443.9,404.6
2025-03-10 03:30:00,552.3,439.7,399.8
2025-03-10 03:35:00,552.3,436,399.4
2025-03-10 03:40:00,547.6,437.5,400.4
2025-03-10 03:45:00,547.8,439.2,392.8
2025-03-10 03:50:00,550.2,436.9,400.8
2025-03-10 03:55:00,546.3,435.4,402.2
2025-03-10 04:00:00,549.6,434.4,400.4
2025-03-10 04:05:00,547.3,434.6,401
2025-03-10 04:10:00,544.4,430.8,399.9
2025-03-10 04:15:00,544.2,430.7,394
2025-03-10 04:20:00,551.1,424.7,405
2025-03-10 04:25:00,545.9,433.6,398.9
2025-03-10 04:30:00,550.9,423.2,398.1
2025-03-10 04:35:00,544.1,422.7,404.1
2025-03-10 04:40:00,546.1,421.8,402.9
2025-03-10 04:45:00,551.9,416.7,400.8
2025-03-10 04:50:00,541.1,415.8,402.3
2025-03-10 04:55:00,538.1,413.4,396.5
2025-03-10 05:00:00,547.1,408.3,399.8
2025-03-10 05:05:00,540.2,409.9,403.9
2025-03-10 05:10:00,542,401.1,398
2025-03-10 05:15:00,539.6,408.6,397
2025-03-10 05:20:00,541.5,403,400.2
2025-03-10 05:25:00,537.1,399.8,400.3
2025-03-10 05:30:00,538.6,389.9,401.9
2025-03-10 05:35:00,539.7,389.8,395.9
2025-03-10 05:40:00,534.5,393.4,392.3
2025-03-10 05:45:00,534.5,398.7,402.8
2025-03-10 05:50:00,534.7,386.9,396.7
2025-03-10 05:55:00,530.5,383.4,398.2
2025-03-10 06:00:00,532.5,378.8,393.4
2025-03-10 06:05:00,533.1,371.6,403.1
2025-03-10 06:10:00,530.5,374.2,401
2025-03-10 06:15:00,529.8,364.9,400.9
2025-03-10 06:20:00,529.4,361.6,400.9
2025-03-10 06:25:00,526.3,358.5,393.8
2025-03-10 06:30:00,529.2,362.3,397
2025-03-10 06:35:00,530.2,356.5,398.6
2025-03-10 06:40:00,523.3,354.2,397.7
2025-03-10 06:45:00,524.9,351.2,399.2
2025-03-10 06:50:00,521.5,345.4,400.7
2025-03-10 06:55:00,522,344.4,403
2025-03-10 07:00:00,524.4,342.2,395.5
2025-03-10 07:05:00,519.9,337.7,399.9
2025-03-10 07:10:00,511.8,338.5,402.1
2025-03-10 07:15:00,517.3,334.9,397.2
2025-03-10 07:20:00,518.4,338.2,399.3
2025-03-10 07:25:00,512.8,337,401.3
2025-03-10 07:30:00,515.2,329.8,399.9
2025-03-10 07:35:00,509,331.7,401.9
2025-03-10 07:40:00,505.5,337.2,400.1
2025-03-10 07:45:00,509.3,328,398.9
2025-03-10 07:50:00,502.6,331.7,396.3
2025-03-10 07:55:00,506.1,330.4,400.5
2025-03-10 08:00:00,509.7,333.3,400
2025-03-10 08:05:00,499.3,331,396.7
2025-03-10 08:10:00,500.3,329.1,401.3
2025-03-10 08:15:00,500.3,331.1,403.3
2025-03-10 08:20:00,502.5,331.9,397.5
2025-03-10 08:25:00,501,332.3,397.2
2025-03-10 08:30:00,505.7,329.7,397
2025-03-10 08:35:00,503.9,338.7,394.1
2025-03-10 08:40:00,502.2,339.7,405.1
2025-03-10 08:45:00,500.8,335,397.6
2025-03-10 08:50:00,501.4,339.1,396.2
2025-03-10 08:55:00,497.5,341.3,395.2
2025-03-10 09:00:00,502.6,340.6,397.3
2025-03-10 09:05:00,496.7,340.8,396.2
2025-03-10 09:10:00,502.7,346.8,402.3
2025-03-10 09:15:00,503.9,350.2,394
2025-03-10 09:20:00,501.3,349.6,392.9
2025-03-10 09:25:00,500.5,357.2,398.8
2025-03-10 09:30:00,502.7,362.9,396.5
2025-03-10 09:35:00,493.5,364.8,395.8
2025-03-10 09:40:00,503.6,364.8,397.7
2025-03-10 09:45:00,503.1,362.6,395.9
2025-03-10 09:50:00,504,373.3,394.9
2025-03-10 09:55:00,507.1,374.6,390.2
2025-03-10 10:00:00,505.7,378.5,388.8
2025-03-10 10:05:00,503.4,386.1,391.1
2025-03-10 10:10:00,507.4,380.8,389.2
2025-03-10 10:15:00,509.1,377.6,392.5
2025-03-10 10:20:00,510.3,386.1,385.4
2025-03-10 10:25:00,511.6,393.6,388.5
2025-03-10 10:30:00,515.4,395.1,388.3
2025-03-10 10:35:00,510.2,394.2,387.7
2025-03-10 10:40:00,515.2,396.4,387.8
2025-03-10 10:45:00,519.8,402.3,384.4
2025-03-10 10:50:00,511.9,402.3,382
2025-03-10 10:55:00,518.9,410.1,386.3
2025-03-10 11:00:00,517.9,409.8,380.1
2025-03-10 11:05:00,519.8,411.6,383.7
2025-03-10 11:10:00,519.5,413.5,376.7
2025-03-10 11:15:00,522.9,418.7,375.8
2025-03-10 11:20:00,530.2,420.2,373.5
2025-03-10 11:25:00,522.1,422.7,372.6
2025-03-10 11:30:00,523.6,424.6,368.5
2025-03-10 11:35:00,524.4,425.7,367.7
2025-03-10 11:40:00,534.6,424.5,369.7
2025-03-10 11:45:00,529.2,427.1,365.8
2025-03-10 11:50:00,531.6,429.7,363.2
2025-03-10 11:55:00,531.5,438.6,353.3
2025-03-10 12:00:00,530.9,429.7,351
2025-03-10 12:05:00,534.1,433.8,352.3
2025-03-10 12:10:00,543.1,436.6,351
2025-03-10 12:15:00,540.8,436.5,344
2025-03-10 12:20:00,535,441.7,340.4
2025-03-10 12:25:00,540.3,438.6,343.4
2025-03-10 12:30:00,536.7,439.7,338
2025-03-10 12:35:00,534.6,443.8,335.7
2025-03-10 12:40:00,543.7,447.5,327.8
2025-03-10 12:45:00,544.9,447.1,324.1
2025-03-10 12:50:00,545.2,443.1,325
2025-03-10 12:55:00,541.2,444,317.8
2025-03-10 13:00:00,542.7,444.9,313.3
2025-03-10 13:05:00,546,445.7,308.8
2025-03-10 13:10:00,545.5,443.2,306.5
2025-03-10 13:15:00,543.6,449,307.2
2025-03-10 13:20:00,540.4,447.2,296.5
2025-03-10 13:25:00,546,446.8,299.5
2025-03-10 13:30:00,549.3,443.5,292.2
2025-03-10 13:35:00,542.8,447.7,290.4
2025-03-10 13:40:00,548.6,442.2,287.5
2025-03-10 13:45:00,548,446.3,284.2
2025-03-10 13:50:00,549.6,446.6,281
2025-03-10 13:55:00,550.2,449.4,277.8
2025-03-10 14:00:00,545.7,454.3,274.7
2025-03-10 14:05:00,543.2,450.5,277.9
2025-03-10 14:10:00,546.6,453.3,271.7
2025-03-10 14:15:00,551.1,451,269.1
2025-03-10 14:20:00,546.9,452.6,265.6
2025-03-10 14:25:00,546.6,454.9,264.6
2025-03-10 14:30:00,543.4,447.2,262.4
2025-03-10 14:35:00,554.2,447.1,265.3
2025-03-10 14:40:00,551.6,451.5,259.7
2025-03-10 14:45:00,551.5,449.6,254.4
2025-03-10 14:50:00,552.2,450.3,260.7
2025-03-10 14:55:00,551.1,449,259.3
2025-03-10 15:00:00,548.7,447.9,258.2
2025-03-10 15:05:00,549,454.6,262.9
2025-03-10 15:10:00,548.3,446.5,252.3
2025-03-10 15:15:00,557.5,451.9,265.8
2025-03-10 15:20:00,551.3,451.4,265.1
2025-03-10 15:25:00,548.3,445.1,261.1
2025-03-10 15:30:00,551.1,447.4,263
2025-03-10 15:35:00,546.7,447.9,267.3
2025-03-10 15:40:00,554.3,451.6,269.2
2025-03-10 15:45:00,547.8,448.8,267.6
2025-03-10 15:50:00,551.4,449.7,266.8
2025-03-10 15:55:00,553.1,445.6,280.3
2025-03-10 16:00:00,551,456.9,279.3
2025-03-10 16:05:00,550.2,450.2,279.6
2025-03-10 16:10:00,550,451.5,282.4
2025-03-10 16:15:00,549.8,448.4,286.7
2025-03-10 16:20:00,548.2,448,290.1
2025-03-10 16:25:00,548.6,455.7,284.8
2025-03-10 16:30:00,554.4,444.2,293.3
2025-03-10 16:35:00,549.6,450.8,296.3
2025-03-10 16:40:00,547.6,446.4,300.6
2025-03-10 16:45:00,548.4,448.8,306.8
2025-03-10 16:50:00,553.3,448.1,302.7
2025-03-10 16:55:00,552,447,307.5
2025-03-10 17:00:00,551.7,450.1,313
2025-03-10 17:05:00,549.2,442.3,319.1
2025-03-10 17:10:00,551.7,449.1,324.6
2025-03-10 17:15:00,548.1,449.7,330.5
2025-03-10 17:20:00,549.2,445.9,328.3
2025-03-10 17:25:00,552.9,454.5,335
2025-03-10 17:30:00,552.6,448.2,338
2025-03-10 17:35:00,547,449.3,340.8
2025-03-10 17:40:00,547.4,448.2,342.4
2025-03-10 17:45:00,550.3,449.8,344.4
2025-03-10 17:50:00,555.2,453.9,345.5
2025-03-10 17:55:00,544.3,457.4,348.3
2025-03-10 18:00:00,550.8,452.2,355.6
2025-03-10 18:05:00,545.9,453.3,357.2
2025-03-10 18:10:00,548.1,455.1,358.8
2025-03-10 18:15:00,548.9,450.7,364.6
2025-03-10 18:20:00,548.7,454.7,364.5
2025-03-10 18:25:00,548.4,452.4,364.7
2025-03-10 18:30:00,550,450.4,368.9
2025-03-10 18:35:00,548.4,451.1,374.3
2025-03-10 18:40:00,545.6,444.5,370.9
2025-03-10 18:45:00,552.3,450.9,376.5
2025-03-10 18:50:00,552.3,445.4,377.5
2025-03-10 18:55:00,552.5,445.1,377.1
2025-03-10 19:00:00,545.4,450.6,380.2
2025-03-10 19:05:00,550.9,446.7,377.9
2025-03-10 19:10:00,552,450,384.3
2025-03-10 19:15:00,546.9,450.4,381.3
2025-03-10 19:20:00,550,450.5,389.8
2025-03-10 19:25:00,549.7,447.3,387.5
2025-03-10 19:30:00,555.5,452.7,387.1
2025-03-10 19:35:00,555.8,449.7,393.3
2025-03-10 19:40:00,545,451.3,387.7
2025-03-10 19:45:00,557.5,446.4,389.4
2025-03-10 19:50:00,547.3,449.5,387
2025-03-10 19:55:00,552.9,453.3,397.1
2025-03-10 20:00:00,552.9,452.9,399.5
2025-03-10 20:05:00,547,447.6,389.4
2025-03-10 20:10:00,551.5,448.4,392.6
2025-03-10 20:15:00,549.7,447,395.7
2025-03-10 20:20:00,551.7,448,394.5
2025-03-10 20:25:00,550.7,445.8,396.3
2025-03-10 20:30:00,553.6,449.6,396.5
2025-03-10 20:35:00,550.2,451.9,398.4
2025-03-10 20:40:00,549.5,447.6,394.6
2025-03-10 20:45:00,553.3,449.7,398.3
2025-03-10 20:50:00,551.7,449.3,394.7
2025-03-10 20:55:00,552.2,453.2,397
2025-03-10 21:00:00,548,448.2,393.2
2025-03-10 21:05:00,546.9,448.3,397.4
2025-03-10 21:10:00,548.3,447.5,397.1
2025-03-10 21:15:00,548.1,446.6,401.8
2025-03-10 21:20:00,552.4,451.6,398.9
2025-03-10 21:25:00,552.9,449.6,399.6
2025-03-10 21:30:00,549.5,450.2,399.2
2025-03-10 21:35:00,554.3,453.8,393
2025-03-10 21:40:00,554.1,454,393.5
2025-03-10 21:45:00,550.7,445.1,398.6
2025-03-10 21:50:00,547.5,451.9,400.4
2025-03-10 21:55:00,554.7,450.7,398.9
2025-03-10 22:00:00,549.8,448.6,397.1
2025-03-10 22:05:00,550.4,451,399
2025-03-10 22:10:00,549,444.8,398.8
2025-03-10 22:15:00,547.3,454.4,402.1
2025-03-10 22:20:00,545.6,451.5,402
2025-03-10 22:25:00,551.9,447.4,398.2
2025-03-10 22:30:00,547.6,448.2,399.7
2025-03-10 22:35:00,559.2,444.9,400.7
2025-03-10 22:40:00,546.7,449.1,401.2
2025-03-10 22:45:00,546.2,448.6,404.9
2025-03-10 22:50:00,551.5,446,399.9
2025-03-10 22:55:00,554.6,452.3,403.5
2025-03-10 23:00:00,550.2,453.8,396.5
2025-03-10 23:05:00,551.7,449.9,398
2025-03-10 23:10:00,544.5,449.1,393.6
2025-03-10 23:15:00,548,451.3,400.4
2025-03-10 23:20:00,546.8,449.9,401.9
2025-03-10 23:25:00,544.3,446.8,392.3
2025-03-10 23:30:00,550.4,448,400.5
2025-03-10 23:35:00,543.3,449.1,401.8
2025-03-10 23:40:00,546,450.7,401.6
2025-03-10 23:45:00,548.4,450,396.4
2025-03-10 23:50:00,547.5,450.6,402.3
2025-03-10 23:55:00,551.2,445.4,400
2025-03-11 00:00:00,550.9,452,401.8
2025-03-11 00:05:00,552.7,450,399.6
2025-03-11 00:10:00,552.3,457.6,401.1
2025-03-11 00:15:00,553.4,448.8,403.3
2025-03-11 00:20:00,550,450.9,399.4
2025-03-11 00:25:00,550.9,458.4,400.9
2025-03-11 00:30:00,551.5,450.5,403.7
2025-03-11 00:35:00,550.4,449.7,399.6
2025-03-11 00:40:00,548.8,446.9,396.6
2025-03-11 00:45:00,549,454.4,402
2025-03-11 00:50:00,547.5,446.3,404.3
2025-03-11 00:55:00,551.3,451.1,403.9
2025-03-11 01:00:00,549.7,448.3,402.1
2025-03-11 01:05:00,548,449.1,393
2025-03-11 01:10:00,548,445.4,398.1
2025-03-11 01:15:00,546.3,453.6,398.2
2025-03-11 01:20:00,552.9,448.7,400.1
2025-03-11 01:25:00,550.2,445.8,405.1
2025-03-11 01:30:00,547.4,453.1,396.8
2025-03-11 01:35:00,552.4,447.8,406.7
2025-03-11 01:40:00,548.3,450.2,398.9
2025-03-11 01:45:00,545.7,451.6,397.7
2025-03-11 01:50:00,553,450.4,402.5
2025-03-11 01:55:00,548.3,442.2,402.8
2025-03-11 02:00:00,548.7,450.8,401.9
2025-03-11 02:05:00,550,448.2,397.7
2025-03-11 02:10:00,553.3,447.3,401.5
2025-03-11 02:15:00,549.9,447.7,396.9
2025-03-11 02:20:00,546.2,443,397.6
2025-03-11 02:25:00,551.4,448.1,399.7
2025-03-11 02:30:00,548.3,443.2,397.5
2025-03-11 02:35:00,555.4,446.1,403.2
2025-03-11 02:40:00,549.7,447,398.3
2025-03-11 02:45:00,542.9,449.4,399.3
2025-03-11 02:50:00,550.6,443.3,397.4
2025-03-11 02:55:00,555.3,449.6,403.1
2025-03-11 03:00:00,554.2,447.6,398
2025-03-11 03:05:00,554.9,442.9,403.4
2025-03-11 03:10:00,546.2,440.2,403.2
2025-03-11 03:15:00,551.9,438.5,398.7
2025-03-11 03:20:00,546.9,442.9,400.1
2025-03-11 03:25:00,549.7,439.1,398.6
2025-03-11 03:30:00,545,444.1,401.6
2025-03-11 03:35:00,546.8,437.5,399.4
2025-03-11 03:40:00,546.5,435.8,398.7
2025-03-11 03:45:00,551.1,438.2,400.1
2025-03-11 03:50:00,550.6,434.2,395.3
2025-03-11 03:55:00,548.9,435.1,399.8
2025-03-11 04:00:00,543.8,436.7,401.9
2025-03-11 04:05:00,546.6,432.7,400.4
2025-03-11 04:10:00,545.1,431.2,402.9
2025-03-11 04:15:00,549.6,429.9,398.9
2025-03-11 04:20:00,550.2,422.6,398.6
2025-03-11 04:25:00,549.6,427.1,396.6
2025-03-11 04:30:00,543.8,424.5,398.8
2025-03-11 04:35:00,537.4,424.8,405.9
2025-03-11 04:40:00,539.9,421.9,400.8
2025-03-11 04:45:00,549,417.3,398.2
2025-03-11 04:50:00,543.1,418.8,397
2025-03-11 04:55:00,541.5,412.6,395.2
2025-03-11 05:00:00,548.2,411.8,397.5
2025-03-11 05:05:00,546.4,407.6,402.3
2025-03-11 05:10:00,542.1,407.4,398.7
2025-03-11 05:15:00,540.5,402.2,397.1
2025-03-11 05:20:00,540.3,405.6,397.5
2025-03-11 05:25:00,540.6,403.9,401.9
2025-03-11 05:30:00,544,397.7,399.8
2025-03-11 05:35:00,539.6,396.8,398.1
2025-03-11 05:40:00,539.7,384.6,399.1
2025-03-11 05:45:00,540.2,382,406.6
2025-03-11 05:50:00,532.2,382.3,403.7
2025-03-11 05:55:00,537,380.4,404.4
2025-03-11 06:00:00,532.9,376.6,394.7
2025-03-11 06:05:00,525.2,369.3,399.5
2025-03-11 06:10:00,525.3,374.6,398.1
2025-03-11 06:15:00,527.5,374.6,401.6
2025-03-11 06:20:00,531,369,403.2
2025-03-11 06:25:00,528.6,365.5,401
2025-03-11 06:30:00,527.7,360.1,397.4
2025-03-11 06:35:00,531.8,354.1,398
2025-03-11 06:40:00,520.9,354.1,401.8
2025-03-11 06:45:00,523.4,357.6,402.1
2025-03-11 06:50:00,523.1,347.7,400.4
2025-03-11 06:55:00,518.7,345,400.3
2025-03-11 07:00:00,519.8,347.4,400.1
2025-03-11 07:05:00,513.6,345.5,400.8
2025-03-11 07:10:00,521.4,337.4,402.1
2025-03-11 07:15:00,513.9,337.4,401.8
2025-03-11 07:20:00,520.8,335,400
2025-03-11 07:25:00,513.4,335.2,399.7
2025-03-11 07:30:00,515.3,337,399.6
2025-03-11 07:35:00,510.9,330.2,397.5
2025-03-11 07:40:00,509.9,334.9,397.5
2025-03-11 07:45:00,507.1,331.2,401.4
2025-03-11 07:50:00,508.2,337.4,397.6
2025-03-11 07:55:00,507.8,331.1,402.2
2025-03-11 08:00:00,503.5,329.7,399.5
2025-03-11 08:05:00,504.6,331.8,402.1
2025-03-11 08:10:00,502.3,329.4,401.5
2025-03-11 08:15:00,510.3,325.5,402.1
2025-03-11 08:20:00,502.4,330.9,398
2025-03-11 08:25:00,506.7,331.8,400.6
2025-03-11 08:30:00,501,328.9,401.5
2025-03-11 08:35:00,501.9,334.8,394.5
2025-03-11 08:40:00,496.7,330.3,404.2
2025-03-11 08:45:00,499,337.1,405.7
2025-03-11 08:50:00,500.8,340.7,401.6
2025-03-11 08:55:00,504.8,342.3,401
2025-03-11 09:00:00,500.7,342.9,400.2
2025-03-11 09:05:00,504.2,346.1,397.3
2025-03-11 09:10:00,502.1,346.4,397.7
2025-03-11 09:15:00,505.3,351.3,400.6
2025-03-11 09:20:00,500.5,354.1,394.6
2025-03-11 09:25:00,508.2,353.9,394
2025-03-11 09:30:00,500.1,360.2,395.6
2025-03-11 09:35:00,499.8,363.1,398.4
2025-03-11 09:40:00,499.1,364.7,393.4
2025-03-11 09:45:00,510.4,375.4,394.9
2025-03-11 09:50:00,506.6,370.7,394.7
2025-03-11 09:55:00,504,373.3,391.4
2025-03-11 10:00:00,509.6,375.9,386.5
2025-03-11 10:05:00,508.9,377.3,390.1
2025-03-11 10:10:00,513.7,385.3,393.2
2025-03-11 10:15:00,504.2,384.2,393.1
2025-03-11 10:20:00,509.2,387.5,392.3
2025-03-11 10:25:00,509.7,390.6,391.7
2025-03-11 10:30:00,506.3,392.1,387
2025-03-11 10:35:00,516.6,392.6,385.3
2025-03-11 10:40:00,513.9,399.3,387.7
2025-03-11 10:45:00,518.1,406,384.7
2025-03-11 10:50:00,524.2,406.6,386.7
