timestamp,Building Electricity Usage (kW),,,
2025-03-06 21:50:00,98.7,,,
2025-03-06 21:55:00,91.09,,,
2025-03-06 22:00:00,102.78,,,
2025-03-06 22:05:00,87.57,,,
2025-03-06 22:10:00,96.32,,,
2025-03-06 22:15:00,94.7,,,
2025-03-06 22:20:00,89.41,,,
2025-03-06 22:25:00,93.1,,,
2025-03-06 22:30:00,88.29,,,
2025-03-06 22:35:00,86,,,
2025-03-06 22:40:00,89.74,,,
2025-03-06 22:45:00,83.01,,,
2025-03-06 22:50:00,85.32,,,
2025-03-06 22:55:00,83.05,,,
2025-03-06 23:00:00,83.3,,,
2025-03-06 23:05:00,85.61,,,
2025-03-06 23:10:00,80.76,,,
2025-03-06 23:15:00,81.64,,,
2025-03-06 23:20:00,79.69,,,
2025-03-06 23:25:00,86.78,,,
2025-03-06 23:30:00,81.7,,,
2025-03-06 23:35:00,80.56,,,
2025-03-06 23:40:00,81.78,,,
2025-03-06 23:45:00,76.05,,,
2025-03-06 23:50:00,81.27,,,
2025-03-06 23:55:00,78.64,,,
2025-03-07 00:00:00,70.46,,,
2025-03-07 00:05:00,70.45,,,
2025-03-07 00:10:00,73.36,,,
2025-03-07 00:15:00,69.87,,,
2025-03-07 00:20:00,73.73,,,
2025-03-07 00:25:00,70.18,,,
2025-03-07 00:30:00,73.42,,,
2025-03-07 00:35:00,79.05,,,
2025-03-07 00:40:00,72.82,,,
2025-03-07 00:45:00,71.44,,,
2025-03-07 00:50:00,73.87,,,
2025-03-07 00:55:00,69.21,,,
2025-03-07 01:00:00,75.08,,,
2025-03-07 01:05:00,73.41,,,
2025-03-07 01:10:00,71.34,,,
2025-03-07 01:15:00,71.58,,,
2025-03-07 01:20:00,78.93,,,
2025-03-07 01:25:00,74.35,,,
2025-03-07 01:30:00,79.23,,,
2025-03-07 01:35:00,72.43,,,
2025-03-07 01:40:00,64.3,,,
2025-03-07 01:45:00,69.06,,,
2025-03-07 01:50:00,63.25,,,
2025-03-07 01:55:00,72.13,,,
2025-03-07 02:00:00,72.98,,,
2025-03-07 02:05:00,66.47,,,
2025-03-07 02:10:00,67.43,,,
2025-03-07 02:15:00,70.7,,,
2025-03-07 02:20:00,65.4,,,
2025-03-07 02:25:00,65.2,,,
2025-03-07 02:30:00,75.38,,,
2025-03-07 02:35:00,71.04,,,
2025-03-07 02:40:00,68.53,,,
2025-03-07 02:45:00,64.19,,,
2025-03-07 02:50:00,74.59,,,
2025-03-07 02:55:00,68.69,,,
2025-03-07 03:00:00,79.15,,,
2025-03-07 03:05:00,75.43,,,
2025-03-07 03:10:00,69.08,,,
2025-03-07 03:15:00,69.79,,,
2025-03-07 03:20:00,79.9,,,
2025-03-07 03:25:00,73.06,,,
2025-03-07 03:30:00,71.75,,,
2025-03-07 03:35:00,74.35,,,
2025-03-07 03:40:00,72.61,,,
2025-03-07 03:45:00,76.12,,,
2025-03-07 03:50:00,75.35,,,
2025-03-07 03:55:00,79.67,,,
2025-03-07 04:00:00,75.14,,,
2025-03-07 04:05:00,73.72,,,
2025-03-07 04:10:00,76.43,,,
2025-03-07 04:15:00,77.01,,,
2025-03-07 04:20:00,78.73,,,
2025-03-07 04:25:00,82.22,,,
2025-03-07 04:30:00,82.65,,,
2025-03-07 04:35:00,85.8,,,
2025-03-07 04:40:00,78.45,,,
2025-03-07 04:45:00,83.96,,,
2025-03-07 04:50:00,86.05,,,
2025-03-07 04:55:00,81.18,,,
2025-03-07 05:00:00,83.81,,,
2025-03-07 05:05:00,78.42,,,
2025-03-07 05:10:00,89.85,,,
2025-03-07 05:15:00,86.17,,,
2025-03-07 05:20:00,91.09,,,
2025-03-07 05:25:00,89.53,,,
2025-03-07 05:30:00,88.82,,,
2025-03-07 05:35:00,84.06,,,
2025-03-07 05:40:00,85.66,,,
2025-03-07 05:45:00,81.85,,,
2025-03-07 05:50:00,90.88,,,
2025-03-07 05:55:00,103.17,,,
2025-03-07 06:00:00,89.85,,,
2025-03-07 06:05:00,85.42,,,
2025-03-07 06:10:00,100.76,,,
2025-03-07 06:15:00,107.34,,,
2025-03-07 06:20:00,100.06,,,
2025-03-07 06:25:00,101.02,,,
2025-03-07 06:30:00,99.63,,,
2025-03-07 06:35:00,94.7,,,
2025-03-07 06:40:00,97.1,,,
2025-03-07 06:45:00,102.66,,,
2025-03-07 06:50:00,102.93,,,
2025-03-07 06:55:00,105.55,,,
2025-03-07 07:00:00,110.38,,,
2025-03-07 07:05:00,105.79,,,
2025-03-07 07:10:00,112.58,,,
2025-03-07 07:15:00,107.94,,,
2025-03-07 07:20:00,115.47,,,
2025-03-07 07:25:00,112.74,,,
2025-03-07 07:30:00,111.73,,,
2025-03-07 07:35:00,114.83,,,
2025-03-07 07:40:00,114.47,,,
2025-03-07 07:45:00,117.18,,,
2025-03-07 07:50:00,120.85,,,
2025-03-07 07:55:00,118.56,,,
2025-03-07 08:00:00,118.52,,,
2025-03-07 08:05:00,116.6,,,
2025-03-07 08:10:00,124.5,,,
2025-03-07 08:15:00,124.66,,,
2025-03-07 08:20:00,119.63,,,
2025-03-07 08:25:00,128.79,,,
2025-03-07 08:30:00,121.73,,,
2025-03-07 08:35:00,131.72,,,
2025-03-07 08:40:00,131.43,,,
2025-03-07 08:45:00,131.43,,,
2025-03-07 08:50:00,129.31,,,
2025-03-07 08:55:00,134.19,,,
2025-03-07 09:00:00,137.25,,,
2025-03-07 09:05:00,136.36,,,
2025-03-07 09:10:00,132.35,,,
2025-03-07 09:15:00,137.14,,,
2025-03-07 09:20:00,141.63,,,
2025-03-07 09:25:00,146.92,,,
2025-03-07 09:30:00,138.31,,,
2025-03-07 09:35:00,143.57,,,
2025-03-07 09:40:00,145.67,,,
2025-03-07 09:45:00,138.86,,,
2025-03-07 09:50:00,150.22,,,
2025-03-07 09:55:00,139.79,,,
2025-03-07 10:00:00,148.24,,,
2025-03-07 10:05:00,147.16,,,
2025-03-07 10:10:00,147.09,,,
2025-03-07 10:15:00,157.97,,,
2025-03-07 10:20:00,147.47,,,
2025-03-07 10:25:00,148.3,,,
2025-03-07 10:30:00,155.76,,,
2025-03-07 10:35:00,154.34,,,
2025-03-07 10:40:00,157.27,,,
2025-03-07 10:45:00,153.43,,,
2025-03-07 10:50:00,155.05,,,
2025-03-07 10:55:00,162.18,,,
2025-03-07 11:00:00,152.01,,,
2025-03-07 11:05:00,155.71,,,
2025-03-07 11:10:00,160.06,,,
2025-03-07 11:15:00,156.81,,,
2025-03-07 11:20:00,156.02,,,
2025-03-07 11:25:00,161.47,,,
2025-03-07 11:30:00,165.01,,,
2025-03-07 11:35:00,159.76,,,
2025-03-07 11:40:00,160.28,,,
2025-03-07 11:45:00,158.98,,,
2025-03-07 11:50:00,160.99,,,
2025-03-07 11:55:00,167.08,,,
2025-03-07 12:00:00,163.63,,,
2025-03-07 12:05:00,160.62,,,
2025-03-07 12:10:00,165.4,,,
2025-03-07 12:15:00,169.05,,,
2025-03-07 12:20:00,163.07,,,
2025-03-07 12:25:00,160.45,,,
2025-03-07 12:30:00,174.96,,,
2025-03-07 12:35:00,161.09,,,
2025-03-07 12:40:00,165.55,,,
2025-03-07 12:45:00,168.28,,,
2025-03-07 12:50:00,166.6,,,
2025-03-07 12:55:00,167.7,,,
2025-03-07 13:00:00,170.6,,,
2025-03-07 13:05:00,159,,,
2025-03-07 13:10:00,163.75,,,
2025-03-07 13:15:00,169.22,,,
2025-03-07 13:20:00,167.62,,,
2025-03-07 13:25:00,169.94,,,
2025-03-07 13:30:00,170.48,,,
2025-03-07 13:35:00,161.24,,,
2025-03-07 13:40:00,174.9,,,
2025-03-07 13:45:00,167.9,,,
2025-03-07 13:50:00,166.49,,,
2025-03-07 13:55:00,170.82,,,
2025-03-07 14:00:00,170.43,,,
2025-03-07 14:05:00,174.77,,,
2025-03-07 14:10:00,171.04,,,
2025-03-07 14:15:00,174.53,,,
2025-03-07 14:20:00,166.06,,,
2025-03-07 14:25:00,170.27,,,
2025-03-07 14:30:00,165.11,,,
2025-03-07 14:35:00,169.81,,,
2025-03-07 14:40:00,168.78,,,
2025-03-07 14:45:00,168.41,,,
2025-03-07 14:50:00,168.22,,,
2025-03-07 14:55:00,171.51,,,
2025-03-07 15:00:00,161.87,,,
2025-03-07 15:05:00,164.4,,,
2025-03-07 15:10:00,167.52,,,
2025-03-07 15:15:00,162.63,,,
2025-03-07 15:20:00,167.17,,,
2025-03-07 15:25:00,166.4,,,
2025-03-07 15:30:00,160.58,,,
2025-03-07 15:35:00,159.95,,,
2025-03-07 15:40:00,154.82,,,
2025-03-07 15:45:00,159.96,,,
2025-03-07 15:50:00,164.41,,,
2025-03-07 15:55:00,164.46,,,
2025-03-07 16:00:00,164.11,,,
2025-03-07 16:05:00,159.63,,,
2025-03-07 16:10:00,162.1,,,
2025-03-07 16:15:00,163.16,,,
2025-03-07 16:20:00,155.89,,,
2025-03-07 16:25:00,160.82,,,
2025-03-07 16:30:00,162.29,,,
2025-03-07 16:35:00,157.03,,,
2025-03-07 16:40:00,162.55,,,
2025-03-07 16:45:00,155.72,,,
2025-03-07 16:50:00,153.42,,,
2025-03-07 16:55:00,158.35,,,
2025-03-07 17:00:00,163.49,,,
2025-03-07 17:05:00,154.92,,,
2025-03-07 17:10:00,156.32,,,
2025-03-07 17:15:00,150.93,,,
2025-03-07 17:20:00,147.17,,,
2025-03-07 17:25:00,151.96,,,
2025-03-07 17:30:00,151.74,,,
2025-03-07 17:35:00,148.13,,,
2025-03-07 17:40:00,151.2,,,
2025-03-07 17:45:00,145.16,,,
2025-03-07 17:50:00,143.26,,,
2025-03-07 17:55:00,150.18,,,
2025-03-07 18:00:00,149.26,,,
2025-03-07 18:05:00,141.51,,,
2025-03-07 18:10:00,149.96,,,
2025-03-07 18:15:00,140.97,,,
2025-03-07 18:20:00,141.47,,,
2025-03-07 18:25:00,139.8,,,
2025-03-07 18:30:00,141.23,,,
2025-03-07 18:35:00,139.21,,,
2025-03-07 18:40:00,138.13,,,
2025-03-07 18:45:00,131.99,,,
2025-03-07 18:50:00,128.28,,,
2025-03-07 18:55:00,138.56,,,
2025-03-07 19:00:00,130.76,,,
2025-03-07 19:05:00,131.69,,,
2025-03-07 19:10:00,132.13,,,
2025-03-07 19:15:00,136.27,,,
2025-03-07 19:20:00,129.33,,,
2025-03-07 19:25:00,126.03,,,
2025-03-07 19:30:00,124.43,,,
2025-03-07 19:35:00,125.29,,,
2025-03-07 19:40:00,120.72,,,
2025-03-07 19:45:00,123.39,,,
2025-03-07 19:50:00,121.97,,,
2025-03-07 19:55:00,127.66,,,
2025-03-07 20:00:00,119.67,,,
2025-03-07 20:05:00,111.21,,,
2025-03-07 20:10:00,128.51,,,
2025-03-07 20:15:00,120.56,,,
2025-03-07 20:20:00,123.97,,,
2025-03-07 20:25:00,109.93,,,
2025-03-07 20:30:00,112.59,,,
2025-03-07 20:35:00,115.09,,,
2025-03-07 20:40:00,113.46,,,
2025-03-07 20:45:00,111.47,,,
2025-03-07 20:50:00,100.38,,,
2025-03-07 20:55:00,101.27,,,
2025-03-07 21:00:00,113.13,,,
2025-03-07 21:05:00,112.79,,,
2025-03-07 21:10:00,104.54,,,
2025-03-07 21:15:00,109.49,,,
2025-03-07 21:20:00,98.81,,,
2025-03-07 21:25:00,98.7,,,
2025-03-07 21:30:00,96.46,,,
2025-03-07 21:35:00,96.46,,,
2025-03-07 21:40:00,101.76,,,
2025-03-07 21:45:00,94.44,,,
2025-03-07 21:50:00,105.87,,,
2025-03-07 21:55:00,97.79,,,
2025-03-07 22:00:00,99.34,,,
2025-03-07 22:05:00,96.02,,,
2025-03-07 22:10:00,97.99,,,
2025-03-07 22:15:00,88.75,,,
2025-03-07 22:20:00,97.11,,,
2025-03-07 22:25:00,91,,,
2025-03-07 22:30:00,94.4,,,
2025-03-07 22:35:00,82.95,,,
2025-03-07 22:40:00,88.58,,,
2025-03-07 22:45:00,87.61,,,
2025-03-07 22:50:00,83.74,,,
2025-03-07 22:55:00,86.68,,,
2025-03-07 23:00:00,90.8,,,
2025-03-07 23:05:00,81.1,,,
2025-03-07 23:10:00,86.98,,,
2025-03-07 23:15:00,77.9,,,
2025-03-07 23:20:00,90.14,,,
2025-03-07 23:25:00,84.14,,,
2025-03-07 23:30:00,87.23,,,
2025-03-07 23:35:00,82.37,,,
2025-03-07 23:40:00,80.6,,,
2025-03-07 23:45:00,81.6,,,
2025-03-07 23:50:00,77.28,,,
2025-03-07 23:55:00,70.78,,,
2025-03-08 00:00:00,73.48,,,
2025-03-08 00:05:00,68.29,,,
2025-03-08 00:10:00,66.55,,,
2025-03-08 00:15:00,73.15,,,
2025-03-08 00:20:00,69.16,,,
2025-03-08 00:25:00,74.07,,,
2025-03-08 00:30:00,66.51,,,
2025-03-08 00:35:00,67.5,,,
2025-03-08 00:40:00,73.71,,,
2025-03-08 00:45:00,69.98,,,
2025-03-08 00:50:00,62.71,,,
2025-03-08 00:55:00,69.43,,,
2025-03-08 01:00:00,74.12,,,
2025-03-08 01:05:00,66.09,,,
2025-03-08 01:10:00,70.22,,,
2025-03-08 01:15:00,64.27,,,
2025-03-08 01:20:00,66.98,,,
2025-03-08 01:25:00,71.77,,,
2025-03-08 01:30:00,68.18,,,
2025-03-08 01:35:00,72.37,,,
2025-03-08 01:40:00,68.83,,,
2025-03-08 01:45:00,75.95,,,
2025-03-08 01:50:00,60.77,,,
2025-03-08 01:55:00,66.14,,,
2025-03-08 02:00:00,62.66,,,
2025-03-08 02:05:00,62.94,,,
2025-03-08 02:10:00,63,,,
2025-03-08 02:15:00,67.75,,,
2025-03-08 02:20:00,68.04,,,
2025-03-08 02:25:00,68.92,,,
2025-03-08 02:30:00,62.81,,,
2025-03-08 02:35:00,66.11,,,
2025-03-08 02:40:00,63.67,,,
2025-03-08 02:45:00,71.42,,,
2025-03-08 02:50:00,64.35,,,
2025-03-08 02:55:00,67.15,,,
2025-03-08 03:00:00,70.43,,,
2025-03-08 03:05:00,65.94,,,
2025-03-08 03:10:00,71.4,,,
2025-03-08 03:15:00,75.24,,,
2025-03-08 03:20:00,69.87,,,
2025-03-08 03:25:00,72.99,,,
2025-03-08 03:30:00,61.37,,,
2025-03-08 03:35:00,68.25,,,
2025-03-08 03:40:00,71.02,,,
2025-03-08 03:45:00,66.4,,,
2025-03-08 03:50:00,71.79,,,
2025-03-08 03:55:00,75.55,,,
2025-03-08 04:00:00,64.17,,,
2025-03-08 04:05:00,67.32,,,
2025-03-08 04:10:00,73.22,,,
2025-03-08 04:15:00,74.74,,,
2025-03-08 04:20:00,76.28,,,
2025-03-08 04:25:00,74.22,,,
2025-03-08 04:30:00,76.08,,,
2025-03-08 04:35:00,78.32,,,
2025-03-08 04:40:00,73.53,,,
2025-03-08 04:45:00,73.25,,,
2025-03-08 04:50:00,75.52,,,
2025-03-08 04:55:00,77.52,,,
2025-03-08 05:00:00,74.62,,,
2025-03-08 05:05:00,76.22,,,
2025-03-08 05:10:00,79.95,,,
2025-03-08 05:15:00,79.55,,,
2025-03-08 05:20:00,78.76,,,
2025-03-08 05:25:00,73.13,,,
2025-03-08 05:30:00,80.68,,,
2025-03-08 05:35:00,77.42,,,
2025-03-08 05:40:00,85.86,,,
2025-03-08 05:45:00,81.32,,,
2025-03-08 05:50:00,79.21,,,
2025-03-08 05:55:00,83.6,,,
2025-03-08 06:00:00,89.58,,,
2025-03-08 06:05:00,87.69,,,
2025-03-08 06:10:00,86.72,,,
2025-03-08 06:15:00,81.22,,,
2025-03-08 06:20:00,93.69,,,
2025-03-08 06:25:00,85.42,,,
2025-03-08 06:30:00,92.34,,,
2025-03-08 06:35:00,88.01,,,
2025-03-08 06:40:00,93.38,,,
2025-03-08 06:45:00,95.98,,,
2025-03-08 06:50:00,94.07,,,
2025-03-08 06:55:00,95.23,,,
2025-03-08 07:00:00,92.55,,,
2025-03-08 07:05:00,91.95,,,
2025-03-08 07:10:00,94.98,,,
2025-03-08 07:15:00,93.81,,,
2025-03-08 07:20:00,105.79,,,
2025-03-08 07:25:00,92.71,,,
2025-03-08 07:30:00,101.44,,,
2025-03-08 07:35:00,100.26,,,
2025-03-08 07:40:00,99.87,,,
2025-03-08 07:45:00,105.63,,,
2025-03-08 07:50:00,101.67,,,
2025-03-08 07:55:00,98.7,,,
2025-03-08 08:00:00,103.17,,,
2025-03-08 08:05:00,102.03,,,
2025-03-08 08:10:00,105.54,,,
2025-03-08 08:15:00,107.54,,,
2025-03-08 08:20:00,101.61,,,
2025-03-08 08:25:00,110.59,,,
2025-03-08 08:30:00,105.55,,,
2025-03-08 08:35:00,109.1,,,
2025-03-08 08:40:00,110.55,,,
2025-03-08 08:45:00,110.3,,,
2025-03-08 08:50:00,109.14,,,
2025-03-08 08:55:00,108.36,,,
2025-03-08 09:00:00,109.98,,,
2025-03-08 09:05:00,118.05,,,
2025-03-08 09:10:00,109.06,,,
2025-03-08 09:15:00,110.37,,,
2025-03-08 09:20:00,110.92,,,
2025-03-08 09:25:00,115.23,,,
2025-03-08 09:30:00,109.3,,,
2025-03-08 09:35:00,110.68,,,
2025-03-08 09:40:00,115.75,,,
2025-03-08 09:45:00,112.33,,,
2025-03-08 09:50:00,113.34,,,
2025-03-08 09:55:00,113.71,,,
2025-03-08 10:00:00,116.11,,,
2025-03-08 10:05:00,123.08,,,
2025-03-08 10:10:00,124.63,,,
2025-03-08 10:15:00,129.12,,,
2025-03-08 10:20:00,129.6,,,
2025-03-08 10:25:00,125.84,,,
2025-03-08 10:30:00,127.42,,,
2025-03-08 10:35:00,124.43,,,
2025-03-08 10:40:00,126.58,,,
2025-03-08 10:45:00,132.85,,,
2025-03-08 10:50:00,127.13,,,
2025-03-08 10:55:00,130.82,,,
2025-03-08 11:00:00,123.01,,,
2025-03-08 11:05:00,124.62,,,
2025-03-08 11:10:00,129.05,,,
2025-03-08 11:15:00,128.91,,,
2025-03-08 11:20:00,126.33,,,
2025-03-08 11:25:00,138.93,,,
2025-03-08 11:30:00,130.46,,,
2025-03-08 11:35:00,128.45,,,
2025-03-08 11:40:00,131.28,,,
2025-03-08 11:45:00,131.2,,,
2025-03-08 11:50:00,132.27,,,
2025-03-08 11:55:00,125.55,,,
2025-03-08 12:00:00,137.48,,,
2025-03-08 12:05:00,138.08,,,
2025-03-08 12:10:00,138.93,,,
2025-03-08 12:15:00,134.69,,,
2025-03-08 12:20:00,136.37,,,
2025-03-08 12:25:00,130.57,,,
2025-03-08 12:30:00,137.67,,,
2025-03-08 12:35:00,135.63,,,
2025-03-08 12:40:00,133.05,,,
2025-03-08 12:45:00,138.6,,,
2025-03-08 12:50:00,138.99,,,
2025-03-08 12:55:00,135.84,,,
2025-03-08 13:00:00,137.56,,,
2025-03-08 13:05:00,131.87,,,
2025-03-08 13:10:00,141.14,,,
2025-03-08 13:15:00,132.73,,,
2025-03-08 13:20:00,133.65,,,
2025-03-08 13:25:00,136.84,,,
2025-03-08 13:30:00,141.16,,,
2025-03-08 13:35:00,141.25,,,
2025-03-08 13:40:00,136.85,,,
2025-03-08 13:45:00,140.02,,,
2025-03-08 13:50:00,130.21,,,
2025-03-08 13:55:00,134.11,,,
2025-03-08 14:00:00,134.2,,,
2025-03-08 14:05:00,142,,,
2025-03-08 14:10:00,139.59,,,
2025-03-08 14:15:00,137.66,,,
2025-03-08 14:20:00,137.99,,,
2025-03-08 14:25:00,143.07,,,
2025-03-08 14:30:00,136.02,,,
2025-03-08 14:35:00,131.34,,,
2025-03-08 14:40:00,140.82,,,
2025-03-08 14:45:00,137.05,,,
2025-03-08 14:50:00,139.99,,,
2025-03-08 14:55:00,135.82,,,
2025-03-08 15:00:00,132.45,,,
2025-03-08 15:05:00,137.21,,,
2025-03-08 15:10:00,135.42,,,
2025-03-08 15:15:00,135.88,,,
2025-03-08 15:20:00,141.36,,,
2025-03-08 15:25:00,130.23,,,
2025-03-08 15:30:00,135.48,,,
2025-03-08 15:35:00,130.76,,,
2025-03-08 15:40:00,123.36,,,
2025-03-08 15:45:00,133.19,,,
2025-03-08 15:50:00,133.17,,,
2025-03-08 15:55:00,135.18,,,
2025-03-08 16:00:00,131.44,,,
2025-03-08 16:05:00,125.97,,,
2025-03-08 16:10:00,128.23,,,
2025-03-08 16:15:00,136.37,,,
2025-03-08 16:20:00,127.32,,,
2025-03-08 16:25:00,136.56,,,
2025-03-08 16:30:00,133.97,,,
2025-03-08 16:35:00,128.02,,,
2025-03-08 16:40:00,125.9,,,
2025-03-08 16:45:00,132.51,,,
2025-03-08 16:50:00,126.84,,,
2025-03-08 16:55:00,121.1,,,
2025-03-08 17:00:00,129,,,
2025-03-08 17:05:00,127.87,,,
2025-03-08 17:10:00,130.2,,,
2025-03-08 17:15:00,126.48,,,
2025-03-08 17:20:00,122.3,,,
2025-03-08 17:25:00,128.99,,,
2025-03-08 17:30:00,128.77,,,
2025-03-08 17:35:00,123.63,,,
2025-03-08 17:40:00,122.32,,,
2025-03-08 17:45:00,116.15,,,
2025-03-08 17:50:00,118.38,,,
2025-03-08 17:55:00,123.2,,,
2025-03-08 18:00:00,117.27,,,
2025-03-08 18:05:00,113.01,,,
2025-03-08 18:10:00,132.14,,,
2025-03-08 18:15:00,111.63,,,
2025-03-08 18:20:00,125.82,,,
2025-03-08 18:25:00,114.87,,,
2025-03-08 18:30:00,115.06,,,
2025-03-08 18:35:00,112,,,
2025-03-08 18:40:00,117.1,,,
2025-03-08 18:45:00,107.49,,,
2025-03-08 18:50:00,105.16,,,
2025-03-08 18:55:00,118.23,,,
2025-03-08 19:00:00,107.84,,,
2025-03-08 19:05:00,113.3,,,
2025-03-08 19:10:00,105.23,,,
2025-03-08 19:15:00,111.66,,,
2025-03-08 19:20:00,114.81,,,
2025-03-08 19:25:00,105.22,,,
2025-03-08 19:30:00,98.83,,,
2025-03-08 19:35:00,112.57,,,
2025-03-08 19:40:00,108.76,,,
2025-03-08 19:45:00,102.39,,,
2025-03-08 19:50:00,102.65,,,
2025-03-08 19:55:00,98.32,,,
2025-03-08 20:00:00,107.68,,,
2025-03-08 20:05:00,99.1,,,
2025-03-08 20:10:00,94.8,,,
2025-03-08 20:15:00,100.57,,,
2025-03-08 20:20:00,95.51,,,
2025-03-08 20:25:00,94.07,,,
2025-03-08 20:30:00,95.71,,,
2025-03-08 20:35:00,97.02,,,
2025-03-08 20:40:00,90.4,,,
2025-03-08 20:45:00,100.71,,,
2025-03-08 20:50:00,97.13,,,
2025-03-08 20:55:00,92.22,,,
2025-03-08 21:00:00,89.33,,,
2025-03-08 21:05:00,91.85,,,
2025-03-08 21:10:00,95.07,,,
2025-03-08 21:15:00,93.73,,,
2025-03-08 21:20:00,94.26,,,
2025-03-08 21:25:00,87.39,,,
2025-03-08 21:30:00,76.91,,,
2025-03-08 21:35:00,92.9,,,
2025-03-08 21:40:00,86.54,,,
2025-03-08 21:45:00,89.18,,,
2025-03-08 21:50:00,92.52,,,
2025-03-08 21:55:00,94.9,,,
2025-03-08 22:00:00,81.9,,,
2025-03-08 22:05:00,84.38,,,
2025-03-08 22:10:00,88.66,,,
2025-03-08 22:15:00,79.18,,,
2025-03-08 22:20:00,79.6,,,
2025-03-08 22:25:00,78.95,,,
2025-03-08 22:30:00,80.58,,,
2025-03-08 22:35:00,79.21,,,
2025-03-08 22:40:00,77.13,,,
2025-03-08 22:45:00,75.06,,,
2025-03-08 22:50:00,81.6,,,
2025-03-08 22:55:00,83.15,,,
2025-03-08 23:00:00,83.18,,,
2025-03-08 23:05:00,74.79,,,
2025-03-08 23:10:00,79.61,,,
2025-03-08 23:15:00,76.63,,,
2025-03-08 23:20:00,72.91,,,
2025-03-08 23:25:00,77.64,,,
2025-03-08 23:30:00,71.77,,,
2025-03-08 23:35:00,72.27,,,
2025-03-08 23:40:00,67.82,,,
2025-03-08 23:45:00,71.04,,,
2025-03-08 23:50:00,73.5,,,
2025-03-08 23:55:00,78.35,,,
2025-03-09 00:00:00,70.28,,,
2025-03-09 00:05:00,67.16,,,
2025-03-09 00:10:00,76.94,,,
2025-03-09 00:15:00,68.59,,,
2025-03-09 00:20:00,63.29,,,
2025-03-09 00:25:00,70.5,,,
2025-03-09 00:30:00,68.37,,,
2025-03-09 00:35:00,78.58,,,
2025-03-09 00:40:00,71.01,,,
2025-03-09 00:45:00,68.27,,,
2025-03-09 00:50:00,64.92,,,
2025-03-09 00:55:00,69.72,,,
2025-03-09 01:00:00,74.02,,,
2025-03-09 01:05:00,69.25,,,
2025-03-09 01:10:00,64.44,,,
2025-03-09 01:15:00,69.83,,,
2025-03-09 01:20:00,67.34,,,
2025-03-09 01:25:00,69.2,,,
2025-03-09 01:30:00,65.88,,,
2025-03-09 01:35:00,65.69,,,
2025-03-09 01:40:00,65.46,,,
2025-03-09 01:45:00,70.84,,,
2025-03-09 01:50:00,65.56,,,
2025-03-09 01:55:00,65.17,,,
2025-03-09 02:00:00,63.23,,,
2025-03-09 02:05:00,68.82,,,
2025-03-09 02:10:00,68.28,,,
2025-03-09 02:15:00,65.28,,,
2025-03-09 02:20:00,64.3,,,
2025-03-09 02:25:00,74.71,,,
2025-03-09 02:30:00,59.78,,,
2025-03-09 02:35:00,69.38,,,
2025-03-09 02:40:00,72.7,,,
2025-03-09 02:45:00,54.13,,,
2025-03-09 02:50:00,71.01,,,
2025-03-09 02:55:00,67.12,,,
2025-03-09 03:00:00,69.22,,,
2025-03-09 03:05:00,67.11,,,
2025-03-09 03:10:00,72.92,,,
2025-03-09 03:15:00,70.31,,,
2025-03-09 03:20:00,69.64,,,
2025-03-09 03:25:00,65.78,,,
2025-03-09 03:30:00,77.19,,,
2025-03-09 03:35:00,70,,,
2025-03-09 03:40:00,79.44,,,
2025-03-09 03:45:00,78.32,,,
2025-03-09 03:50:00,63.84,,,
2025-03-09 03:55:00,68.69,,,
2025-03-09 04:00:00,67.54,,,
2025-03-09 04:05:00,71.89,,,
2025-03-09 04:10:00,73.23,,,
2025-03-09 04:15:00,73.82,,,
2025-03-09 04:20:00,77.55,,,
2025-03-09 04:25:00,79.75,,,
2025-03-09 04:30:00,78.1,,,
2025-03-09 04:35:00,72.46,,,
2025-03-09 04:40:00,72.06,,,
2025-03-09 04:45:00,75.7,,,
2025-03-09 04:50:00,77.9,,,
2025-03-09 04:55:00,75.98,,,
2025-03-09 05:00:00,71.87,,,
2025-03-09 05:05:00,80.53,,,
2025-03-09 05:10:00,76.79,,,
2025-03-09 05:15:00,77.23,,,
2025-03-09 05:20:00,79.28,,,
2025-03-09 05:25:00,79.13,,,
2025-03-09 05:30:00,79.23,,,
2025-03-09 05:35:00,76.18,,,
2025-03-09 05:40:00,81.48,,,
2025-03-09 05:45:00,85.37,,,
2025-03-09 05:50:00,84.25,,,
2025-03-09 05:55:00,87.64,,,
2025-03-09 06:00:00,81.59,,,
2025-03-09 06:05:00,80.05,,,
2025-03-09 06:10:00,84.86,,,
2025-03-09 06:15:00,84.06,,,
2025-03-09 06:20:00,85.17,,,
2025-03-09 06:25:00,88.75,,,
2025-03-09 06:30:00,86.59,,,
2025-03-09 06:35:00,84.31,,,
2025-03-09 06:40:00,87.79,,,
2025-03-09 06:45:00,92.11,,,
2025-03-09 06:50:00,94.16,,,
2025-03-09 06:55:00,94.85,,,
2025-03-09 07:00:00,94.64,,,
2025-03-09 07:05:00,93.01,,,
2025-03-09 07:10:00,96.04,,,
2025-03-09 07:15:00,95,,,
2025-03-09 07:20:00,96.37,,,
2025-03-09 07:25:00,92.92,,,
2025-03-09 07:30:00,97.61,,,
2025-03-09 07:35:00,99.7,,,
2025-03-09 07:40:00,100.31,,,
2025-03-09 07:45:00,94.56,,,
2025-03-09 07:50:00,100.86,,,
2025-03-09 07:55:00,95.46,,,
2025-03-09 08:00:00,102.69,,,
